id,latitude,longitude,name,type,color
34,42.115063,-75.959122,United Health Services Hospitals Inc. - Wilson Medical Center,HOSP,800000
35,42.091839,-76.067696,Ideal Senior Living Center,NH,ffe119
36,42.10033,-75.958817,"Susquehanna Nursing & Rehabilitation Center, LLC",NH,ffe119
37,42.100857,-75.985847,Willow Point Rehabilitation and Nursing Center,NH,ffe119
38,42.089844,-78.42688,Olean General Hospital,HOSP,800000
39,42.086971,-78.450386,Cattaraugus County Department of Health,DTC,e6194b
40,42.077087,-78.457413,The Pines Healthcare & Rehabilitation Centers Olean Campus,NH,ffe119
41,42.094631,-78.489937,"Absolut Center for Nursing and Rehabilitation at Allegany, LLC",NH,ffe119
42,42.157581,-78.732101,"Absolut Center for Nursing and Rehabilitation at Salamanca, LLC",NH,ffe119
43,42.425858,-78.488762,The Pines Healthcare & Rehabilitation Centers  Machias Campus,NH,ffe119
44,42.940811,-76.564758,Auburn Community Hospital,HOSP,800000
45,42.944103,-76.566963,E John Gavras Center,DTC,e6194b
46,42.929897,-76.569794,Cayuga County Department of Health,DTC,e6194b
47,42.934586,-76.559364,Summit Pediatrics,DTC-EC,f58231
48,42.913609,-76.579185,Auburn Rehabilitation & Nursing Center,NH,ffe119
49,42.917961,-76.581459,"The Commons on St. Anthony Street, A Loretto Skilled Nursing Community",NH,ffe119
50,42.714851,-76.422775,Northwoods Rehabilitation and Nursing Center at Moravia,NH,ffe119
51,40.85696,-73.401199,Huntington Artificial Kidney Center Ltd,DTC,e6194b
52,42.480774,-79.33387,Brooks Memorial Hospital,HOSP,800000
53,42.474426,-79.362961,Chautauqua Nursing and Rehabilitation Center,NH,ffe119
54,42.091541,-79.245094,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Center,HOSP,800000
55,42.091236,-79.232872,Woman's Christian Association,HOSP,800000
56,42.090252,-79.238281,Heritage Park Health Care Center,NH,ffe119
57,42.114246,-79.209785,Lutheran Retirement Home,NH,ffe119
58,42.254534,-79.50544,Chautauqua County Health Dept,DTC,e6194b
59,42.327965,-79.569412,Westfield Memorial Hospital Inc,HOSP,800000
60,42.196171,-79.251938,"Heritage Village Rehab and Skilled Nursing, Inc.",NH,ffe119
61,42.559372,-79.126991,TLC Health Network Lake Shore Hospital,HOSP,800000
62,42.099285,-76.826782,Arnot Ogden Medical Center,HOSP,800000
63,42.091446,-76.79686,St Josephs Hospital,HOSP,800000
64,42.091446,-76.79686,St Josephs Hospital - Skilled Nursing Facility,NH,ffe119
65,42.093357,-76.796593,Chemung County Health Dept,DTC,e6194b
66,42.093357,-76.796593,Chemung County Health Center-Nursing Facility,NH,ffe119
67,42.162086,-76.854225,Elcor Nursing and Rehabilitation Center,NH,ffe119
68,42.6329,-75.316498,ChaseHealth Rehab and Residential Care,NH,ffe119
69,42.541813,-75.524773,Chenango Memorial Hospital Inc,HOSP,800000
70,42.541813,-75.524773,Chenango Memorial Hospital Inc SNF,NH,ffe119
71,42.531345,-75.525162,Chenango County Department of Public Health,DTC,e6194b
72,42.534866,-75.512817,Valley View Manor Nursing Home,NH,ffe119
73,42.450512,-75.605316,NYS Veterans Home,NH,ffe119
74,44.700279,-73.466751,The University of Vermont Health Network - Champlain Valley Physicians Hospital,HOSP,800000
75,44.700279,-73.466751,Champlain Valley Physicians Hospital Medical Center SNF,NH,ffe119
76,44.698658,-73.453064,Clinton County Health Dept,DTC,e6194b
77,44.696861,-73.457047,"Planned Parenthood of the North Country, New York, Inc. - Plattsburgh",DTC-EC,f58231
79,44.682777,-73.460121,Plattsburgh Rehabilitation and Nursing Center,NH,ffe119
80,44.703545,-73.473961,Meadowbrook Healthcare,NH,ffe119
81,44.680717,-73.456497,Clinton County Nursing Home,NH,ffe119
82,42.246239,-73.776306,Columbia Memorial Hospital,HOSP,800000
83,42.253094,-73.789764,Columbia County Health Department,DTC,e6194b
84,42.255623,-73.77739,FASNY Firemen's Home,NH,ffe119
85,42.248978,-73.649857,Pine Haven Home,NH,ffe119
86,42.41798,-73.675468,Barnwell Nursing & Rehabilitation Center,NH,ffe119
87,42.139454,-73.784914,Livingston Hills Nursing and Rehabilitation Center,NH,ffe119
88,42.609051,-76.186195,Cortland Regional Medical Center Inc,HOSP,800000
89,42.6003,-76.176697,Cortland County Department of Health,DTC,e6194b
90,42.611557,-76.164902,Cortland Park Rehabilitation and Nursing Center,NH,ffe119
91,42.595219,-76.160072,Crown Park Rehabilitation and Nursing Center,NH,ffe119
92,43.092171,-77.582054,Lifetime Care/Hospice of Rochester/Hospice of Wayne&Seneca Counties,HSPC,3cb44b
93,42.269238,-74.91555,O'Connor Hospital,,bcf60c
94,42.41177,-74.598083,Robinson Terrace,NH,ffe119
95,42.147694,-74.643089,Margaretville Hospital,,bcf60c
96,42.147366,-74.641708,Mountainside Residential Care Center,NH,ffe119
97,42.165611,-75.12812,Delaware Valley Hospital Inc,,bcf60c
98,41.717392,-73.92942,Mid-Hudson Valley Division of Westchester Medical Center,HOSP,800000
99,41.694523,-73.935799,Vassar Brothers Medical Center,HOSP,800000
100,41.703957,-73.922379,Department of Behavioral and Community Health,DTC,e6194b
101,41.701019,-73.929726,"Planned Parenthood of the Mid-Hudson Valley, Inc.",DTC,e6194b
102,41.695976,-73.929611,The Pines at Poughkeepsie Center for Nursing & Rehabilitation,NH,ffe119
103,41.574398,-73.591888,The Grand Rehabilitation and Nursing at Pawling,NH,ffe119
104,41.594684,-73.917656,Elant at Wappingers Falls,NH,ffe119
105,41.934223,-73.912331,Northern Dutchess Hospital,HOSP,800000
106,41.934959,-73.911369,"Northern Dutchess Res Health Care Facility, Inc",NH,ffe119
107,41.941833,-73.935341,Ferncliff Nursing Home Co Inc,NH,ffe119
108,41.926517,-73.892136,The Baptist Home at Brookmeade,NH,ffe119
109,41.521412,-73.972733,"Elant at Fishkill, Inc.",NH,ffe119
110,41.795429,-73.865288,Quaker Hill Manor,NH,ffe119
111,41.83255,-73.93364,Renaissance Rehabilitation and Nursing Care Center,NH,ffe119
112,42.097095,-75.975243,Hospice at Lourdes,HSPC,3cb44b
113,42.900394,-78.865707,Buffalo General Medical Center,HOSP,800000
114,42.908955,-78.875404,Women And Children's Hospital Of Buffalo,HOSP,800000
115,42.92717,-78.829224,Erie County Medical Center,HOSP,800000
116,42.84853,-78.812859,Mercy Hospital of Buffalo,HOSP,800000
117,42.827366,-78.820946,Mercy Hospital Skilled Nursing Facility,NH,ffe119
118,42.898525,-78.865013,Roswell Park Cancer Institute,HOSP,800000
119,42.92905,-78.849953,Sisters of Charity Hospital,HOSP,800000
120,42.909561,-78.870934,Hemophilia Center of Western New York Inc,DTC,e6194b
121,42.931553,-78.774704,"Aspire of Western New York, Inc.",DTC,e6194b
122,42.940647,-78.837456,"Planned Parenthood of Central and Western New York, Inc.",DTC,e6194b
123,42.907349,-78.867188,Community Action Organization of Erie County Inc,DTC,e6194b
124,42.885166,-78.84874,Jesse E Nash Health Center,DTC,e6194b
125,42.977028,-78.813683,Elderwood at Amherst,NH,ffe119
126,42.921112,-78.848213,Humboldt House Rehabilitation and Nursing Center,NH,ffe119
127,40.909217,-73.115198,University Hospital,HOSP,800000
128,42.915974,-78.86895,Emerald South Nursing and Rehabilitation Center,NH,ffe119
129,42.92905,-78.849953,St Catherine Laboure Health Care Center,NH,ffe119
130,42.890366,-78.883644,Waterfront Center for Rehabilitation and Healthcare,NH,ffe119
131,42.980705,-78.829781,"Safire Rehabilitation of Northtowns, LLC",NH,ffe119
132,42.977848,-78.878754,Kenmore Mercy Hospital,HOSP,800000
133,42.978001,-78.885818,Mcauley Residence,NH,ffe119
134,42.988373,-78.878601,Schofield Residence,NH,ffe119
135,42.892838,-78.684792,Elderwood at Lancaster,NH,ffe119
136,42.965672,-78.751503,Comprehensive Rehabilitation and Nursing Center at Williamsville,NH,ffe119
137,40.669674,-73.862778,Brooklyn-Queens Nursing Home,NH,ffe119
138,42.768101,-78.623482,"Absolut Center for Nursing and Rehabilitation at Aurora Park, LLC",NH,ffe119
139,42.508575,-78.659103,Bertrand Chaffee Hospital,HOSP,800000
140,42.508579,-78.659195,Jennie B Richmond Chaffee Nursing Home Company Inc,NH,ffe119
141,42.508789,-78.673546,Fiddlers Green Manor Rehabilitation and Nursing Center,NH,ffe119
142,42.751263,-78.762733,"Absolut Center for Nursing and Rehabilitation at Orchard Park, LLC",NH,ffe119
143,40.749393,-73.939285,New York City Department of Health and Mental Hygiene,DTC,e6194b
144,43.009171,-78.772995,Beechwood Homes,NH,ffe119
145,42.914642,-78.784241,Sisters of Charity Hospital - St Joseph Campus,HOSP,800000
146,42.87645,-78.753273,Garden Gate Health Care Facility,NH,ffe119
147,42.96611,-78.594223,Brothers of Mercy Nursing & Rehabilitation Center,NH,ffe119
148,43.039127,-78.979385,Elderwood at Grand Island,NH,ffe119
149,42.83955,-78.782463,Seneca Health Care Center,NH,ffe119
150,44.215466,-73.596558,The University of Vermont Health Network - Elizabethtown Community Hospital,,bcf60c
151,44.212898,-73.594398,Essex County Board of Supervisors c/o County Public Health Nursing Service,DTC,e6194b
152,44.214958,-73.596176,Essex Center for Rehabilitation and Healthcare,NH,ffe119
153,44.26572,-73.981155,Adirondack Medical Center-Lake Placid Site,HOSP,800000
154,43.849476,-73.435593,Moses-Ludington Hospital,,bcf60c
155,43.849476,-73.435593,Heritage Commons Residential Health Care,NH,ffe119
156,44.265972,-73.983253,Uihlein Living Center,NH,ffe119
157,40.86064,-73.890228,Primary Care Network,HOSP-EC,46f0f0
158,44.217003,-74.462776,Mercy Living Center,NH,ffe119
159,44.343929,-74.144363,Adirondack Medical Center-Saranac Lake Site,HOSP,800000
160,44.85677,-74.291893,Alice Hyde Medical Center,HOSP,800000
161,44.857291,-74.290803,Alice Hyde Medical Center,NH,ffe119
162,44.845558,-74.290764,Franklin County Public Health Services,DTC,e6194b
163,43.068096,-74.330643,Nathan Littauer Hospital,HOSP,800000
164,43.068096,-74.330643,Nathan Littauer Hospital Nursing Home,NH,ffe119
165,43.020668,-74.368668,Planned Parenthood Mohawk Hudson Inc Johnstown,DTC-EC,f58231
166,40.669186,-73.903755,Methadone Clinic III,HOSP-EC,46f0f0
167,43.00095,-74.375664,Wells Nursing Home Inc,NH,ffe119
169,43.018066,-74.348953,Fulton County Public Health Department,DTC,e6194b
170,43.072311,-74.370544,Fulton Center for Rehabilitation and Healthcare,NH,ffe119
171,43.00404,-78.177475,United Memorial Medical Center North Street Campus,HOSP,800000
172,42.998436,-78.181587,United Memorial Medical Center Bank Street Campus,HOSP,800000
173,43.009781,-78.181778,"Batavia Health Care Center, LLC",NH,ffe119
174,43.008652,-78.177483,Genesee County Nursing Home,NH,ffe119
175,43.007389,-78.226723,Genesee County Health Department,DTC,e6194b
176,42.231598,-73.877724,The Pines at Catskill Center for Nursing & Rehabilitation,NH,ffe119
177,42.231789,-73.878349,Greene Meadows Nursing and Rehabilitation Center,NH,ffe119
178,43.7584,-74.252502,Hamilton County Board of Supervisors c/o County Public Health Nursing Service,DTC,e6194b
179,43.018436,-75.047272,Mohawk Valley Health Care Center,NH,ffe119
180,43.028847,-74.98719,Herkimer County Public Health Nursing Service,DTC,e6194b
181,43.026329,-74.984627,Folts Home,NH,ffe119
182,43.043964,-74.847458,Little Falls Hospital,,bcf60c
183,43.053211,-74.851563,Alpine Rehabilitation and Nursing Center,NH,ffe119
184,43.964928,-75.912827,Samaritan Medical Center,HOSP,800000
185,43.964409,-75.914154,Samaritan Keep Nursing Home Inc,NH,ffe119
186,44.337296,-75.919991,"River Hospital, Inc.",,bcf60c
187,43.986073,-75.595421,Carthage Area Hospital Inc,,bcf60c
188,43.986073,-75.595421,Carthage Area Hospital,NH,ffe119
189,43.986763,-75.59201,The Country Manor Nursing and Rehabilitation Centre,NH,ffe119
190,43.795677,-75.498146,Lewis County General Hospital,,bcf60c
191,43.795677,-75.498146,Lewis County General Hospital-Nursing Home Unit,NH,ffe119
192,43.795677,-75.498146,Lewis County Public Health Agency,DTC,e6194b
193,42.907703,-77.738251,"Avon Nursing Home, LLC",NH,ffe119
194,42.728291,-77.880081,Livingston County Health Department,DTC,e6194b
195,42.729244,-77.880768,Livingston County Center for Nursing and Rehabilitation,NH,ffe119
196,42.826077,-77.686272,Conesus Lake Nursing Home,NH,ffe119
197,42.551964,-77.700195,Nicholas H Noyes Memorial Hospital,HOSP,800000
198,42.55357,-77.695084,Tri-County Family Medicine,DTC,e6194b
199,43.07869,-75.654449,Oneida Healthcare,HOSP,800000
200,43.078709,-75.654625,Oneida Healthcare,NH,ffe119
201,43.080398,-75.705769,Madison County Public Health Department,DTC,e6194b
202,42.814011,-75.541962,Community Memorial Hospital Inc,,bcf60c
203,43.049301,-75.869614,The Grand Rehabilitation and Nursing at Chittenango,NH,ffe119
204,43.135769,-77.607544,Highland Hospital,HOSP,800000
205,43.192619,-77.584503,Rochester General Hospital,HOSP,800000
206,43.14901,-77.636139,The Unity Hospital of Rochester-St Marys Campus,HOSP,800000
207,43.124336,-77.623779,Strong Memorial Hospital,HOSP,800000
208,43.112251,-77.616165,Monroe Community Hospital,HOSP,800000
209,43.124374,-77.622765,Eastman Dental Center,DTC,e6194b
210,43.192207,-77.584473,Mary M Gooley Hemophilia Center,DTC,e6194b
211,43.125015,-77.612144,United Cerebral Palsy Association of the Rochester Area Inc,DTC-EC,f58231
212,43.125015,-77.612144,Hearing and Speech Center of Rochester Inc,DTC,e6194b
213,43.168159,-77.603317,Anthony L Jordan Health Center,DTC,e6194b
214,43.114513,-77.619347,Monroe County Department of Health Clinics,DTC,e6194b
215,43.160461,-77.599838,Planned Parenthood of Central and Western New York,DTC-EC,f58231
216,43.192169,-77.592072,Lifetime Health Medical Group,DTC-EC,f58231
217,43.140572,-77.635941,Woodward Health Center,DTC-EC,f58231
218,43.140572,-77.635941,Woodward Health Center,DTC-EC,f58231
219,43.220085,-77.950653,Oak Orchard Community Health Center Inc,DTC,e6194b
220,43.121498,-77.441704,Aaron Manor Rehabilitation and Nursing Center,NH,ffe119
221,43.195732,-77.61779,Baird Nursing Home LLC,NH,ffe119
222,43.26236,-77.614731,"The Shore Winds, LLC",NH,ffe119
223,40.802593,-73.947128,The Children's Aid Society,DTC-EC,f58231
224,43.112251,-77.616165,Monroe Community Hospital,NH,ffe119
225,40.713696,-73.995163,Lower Eastside Service Center Inc,DTC-EC,f58231
226,43.130035,-77.609718,St Johns Health Care Corporation,NH,ffe119
227,43.140167,-77.613838,Church Home of the Protestant Episcopal Church,NH,ffe119
228,43.149281,-77.544769,Brighton Manor,NH,ffe119
229,43.190228,-77.584351,New Roc Nursing and Rehabilitation Center,NH,ffe119
230,43.154247,-77.586456,Wesley Gardens Corporation,NH,ffe119
231,43.192566,-77.802086,Wedgewood Nursing Home,NH,ffe119
232,43.109913,-77.441704,Fairport Baptist Homes,NH,ffe119
233,43.212967,-77.435051,Maplewood Nursing Home Inc,NH,ffe119
234,43.125744,-77.586365,"The Brightonian, Inc",NH,ffe119
235,43.126938,-77.527718,The Friendly Home,NH,ffe119
236,43.097446,-77.613304,The Hurlbut,NH,ffe119
237,43.110882,-77.597885,Woodside Manor Nursing Home Inc,NH,ffe119
238,40.713638,-73.99585,Lower Eastside Service Center Inc,DTC-EC,f58231
239,43.220108,-77.945473,"Lakeside - Beikirch Care Center, Inc",NH,ffe119
240,43.128445,-77.686188,Creekview Nursing and Rehab Center,NH,ffe119
241,43.191551,-77.701538,The Unity Hospital of Rochester,HOSP,800000
242,43.215839,-77.695869,Hamilton Manor Nursing Home,NH,ffe119
243,43.252987,-77.666794,Latta Road Nursing Home West,NH,ffe119
244,43.191551,-77.701538,Park Ridge Nursing Home,NH,ffe119
245,43.252987,-77.666809,Latta Road Nursing Home East,NH,ffe119
246,43.193474,-77.584404,St Anns Community,NH,ffe119
247,43.209,-77.469734,St Anns Community,NH,ffe119
248,43.129601,-77.486,Penfield Place,NH,ffe119
249,43.180614,-77.508743,Hill Haven Nursing Home,NH,ffe119
250,43.069122,-77.441177,Crest Manor Living and Rehabilitation Center,NH,ffe119
251,42.961201,-74.186272,St. Mary's Healthcare - Amsterdam Memorial Campus,HOSP,800000
252,42.961201,-74.186272,Wilkinson Residential Health Care Facility,NH,ffe119
253,42.953758,-74.216194,St. Mary's Healthcare,HOSP,800000
254,42.937553,-74.205254,River Ridge Living Center,NH,ffe119
255,42.952969,-74.373688,Montgomery Co Public Health Department,DTC,e6194b
256,42.914402,-74.104347,Capstone Center for Rehabilitation and Nursing,NH,ffe119
257,42.920784,-74.570427,Palatine Nursing Home,NH,ffe119
258,40.871731,-73.62159,Glen Cove Hospital,HOSP,800000
259,40.881001,-73.630241,Glengariff Health Care Center,NH,ffe119
260,40.874683,-73.623032,Marquis Rehabilitation & Nursing Center,NH,ffe119
261,40.874641,-73.623016,Glen Cove Center for Nursing and Rehabilitation,NH,ffe119
262,40.584415,-73.682816,Beach Terrace Care Center,NH,ffe119
263,40.725353,-73.554321,Nassau University Medical Center,HOSP,800000
264,40.584705,-73.682884,Grandell Rehabilitation and Nursing Center,NH,ffe119
265,40.594276,-73.653496,Komanoff Center for Geriatric & Rehab Medicine,NH,ffe119
266,40.652256,-73.591904,South Shore Rehabilitation and Nursing Center,NH,ffe119
267,40.709332,-73.602242,Hempstead Park Nursing Home,NH,ffe119
268,40.697823,-73.615936,Mayfair Care Center,NH,ffe119
269,40.825588,-73.947258,Heritage Health Care,DTC,e6194b
270,40.741699,-73.643082,Winthrop-University Hospital,HOSP,800000
271,40.688408,-73.63324,Mercy Medical Center,HOSP,800000
272,40.71162,-73.786876,Saint Joseph's Medical Center Queens OTP,HOSP-EC,46f0f0
273,40.664047,-73.651192,The Grand Pavilion for Rehab & Nursing at Rockville Centre,NH,ffe119
274,40.663876,-73.650276,"Rockville Skilled Nursing & Rehabilitation Center, LLC",NH,ffe119
275,40.681789,-73.685814,Long Island Jewish Valley Stream,HOSP,800000
276,40.649876,-73.667297,Lynbrook Restorative Therapy and Nursing,NH,ffe119
277,40.788807,-73.722359,Grace Plaza Nursing and Rehabilitation Center,NH,ffe119
278,40.728416,-73.448219,Daleview Care Center,NH,ffe119
279,40.649601,-73.6315,South Nassau Communities Hospital,HOSP,800000
280,40.67955,-73.576149,United Cerebral Palsy Treatment and Rehab Center,DTC,e6194b
282,40.709026,-73.721649,Elmont Health Center,DTC-EC,f58231
283,40.710575,-73.613045,Planned Parenthood of Nassau Co Inc,DTC,e6194b
284,40.691135,-73.540489,Belair Care Center Inc,NH,ffe119
285,40.697464,-73.585617,A Holly Patterson Extended Care Facility,NH,ffe119
286,40.640358,-73.64209,Oceanside Care Center Inc,NH,ffe119
287,40.704697,-73.677116,Garden Care Center,NH,ffe119
288,40.632839,-73.708252,"Woodmere Rehab & Health Care Center, Inc",NH,ffe119
289,40.77924,-73.702888,North Shore University Hospital,HOSP,800000
290,40.843124,-73.690155,Sands Point Center for Health and Rehabilitation,NH,ffe119
291,40.7859,-73.705101,Highfield Gardens Care Center of Great Neck,NH,ffe119
292,40.791851,-73.644928,Sunharbor Manor,NH,ffe119
293,40.810238,-73.508614,Syosset Hospital,HOSP,800000
294,40.725853,-73.478714,St. Joseph Hospital,HOSP,800000
295,40.774471,-73.478264,Plainview Hospital,HOSP,800000
296,40.667854,-73.438622,"Parkview Care and Rehabilitation Center, Inc.",NH,ffe119
297,40.825569,-73.470085,Cold Spring Hills Center for Nursing and Rehabilitation,NH,ffe119
298,40.8186,-73.458008,"Excel at Woodbury for Rehabilitation and Nursing, LLC",NH,ffe119
299,40.773899,-73.480408,Central Island Healthcare,NH,ffe119
300,40.800301,-73.669098,St Francis Hospital,HOSP,800000
301,40.599171,-73.65593,South Point Plaza Nursing and Rehabilitation Center,NH,ffe119
302,43.176472,-78.670998,Eastern Niagara Hospital - Lockport Division,HOSP,800000
303,43.173504,-78.737366,Niagara County Department of Health,DTC,e6194b
304,43.153465,-78.6717,Briody Rehab & Residential Health Care Center,NH,ffe119
305,43.186798,-78.670219,Odd Fellow & Rebekah Rehabilitation&Health Care Center Inc,NH,ffe119
306,43.094048,-79.0504,Niagara Falls Memorial Medical Center,HOSP,800000
307,43.121315,-78.949265,Aspire of WNY at 9812 Lockport Road,DTC-EC,f58231
308,43.096458,-79.049965,Planned Parenthood of Central and Western New York,DTC-EC,f58231
309,43.094048,-79.0504,Schoellkopf Health Center,NH,ffe119
310,43.096687,-79.052055,Niagara Rehabilitation and Nursing Center,NH,ffe119
311,43.026154,-78.862457,Degraff Memorial Hospital,HOSP,800000
312,43.026154,-78.862457,Degraff Memorial Hospital-Skilled Nursing Facility,NH,ffe119
313,43.154659,-79.030556,Mount St Marys Hospital and Health Center,HOSP,800000
314,43.28307,-78.696739,Newfane Rehab & Health Care Center,NH,ffe119
315,43.193581,-78.573296,"Absolut Center for Nursing and Rehabilitation at Gasport, LLC",NH,ffe119
316,43.229935,-75.443466,"Rome Memorial Hospital, Inc",HOSP,800000
317,43.229935,-75.443466,"Rome Memorial Hospital, Inc - RHCF",NH,ffe119
318,43.217644,-75.436157,Colonial Park Rehabilitation and Nursing Center,NH,ffe119
319,43.220272,-75.450333,The Grand Rehabilitation and Nursing at Rome,NH,ffe119
320,43.236221,-75.452438,Bethany Gardens Skilled Living Center,NH,ffe119
321,43.232052,-75.466057,"Betsy Ross Rehabilitation Center, Inc",NH,ffe119
322,43.090488,-75.25824,Faxton Medical Campus,HOSP-EC,46f0f0
323,43.083561,-75.267189,St Elizabeth Medical Center,HOSP,800000
324,43.098179,-75.275383,Faxton-St Lukes Healthcare St Lukes Division,HOSP,800000
325,43.2131,-75.418068,UCP at Brookley Road,DTC-EC,f58231
326,43.094032,-75.246437,Planned Parenthood Mohawk Hudson Inc,DTC-EC,f58231
327,43.057526,-75.363594,Katherine Luther Residential Health Care and Rehabilitation Center,NH,ffe119
328,43.08913,-75.189423,Masonic Care Community of New York,NH,ffe119
329,43.079891,-75.274467,Utica Rehabilitation & Nursing Center,NH,ffe119
330,43.086617,-75.254684,The Pines at Utica Center for Nursing & Rehabilitation,NH,ffe119
331,43.091022,-75.256882,Heritage Health Care Center,NH,ffe119
332,43.478821,-75.332718,"Sunset Nursing and Rehabilitation Center, Inc.",NH,ffe119
333,42.930527,-75.383545,Waterville Residential Care Center,NH,ffe119
334,43.05497,-75.228828,Charles T Sitrin Health Care Center Inc,NH,ffe119
335,43.072346,-75.342911,Presbyterian Home for Central New York Inc,NH,ffe119
336,43.164825,-75.339493,Trustees of the Eastern Star Hall and Home of the State of New York,NH,ffe119
337,43.007816,-76.17025,UPSTATE University Hospital at Community General,HOSP,800000
338,43.055744,-76.149384,St Josephs Hospital Health Center,HOSP,800000
339,42.916603,-78.868782,Emerald North Nursing and Rehabilitation Center,NH,ffe119
340,43.042622,-76.138809,University Hospital SUNY Health Science Center,HOSP,800000
341,43.041107,-76.137932,Crouse Hospital,HOSP,800000
342,43.078918,-76.145485,U C P and Handicapped Childrens Association of Syracuse Inc,DTC,e6194b
343,43.045815,-76.148727,Onondaga County Department of Health,DTC,e6194b
344,43.046837,-76.13382,Planned Parenthood of Central and Western New York,DTC-EC,f58231
345,43.039562,-76.150269,Syracuse Community Health Center Inc,DTC,e6194b
346,40.718433,-73.988365,Gouverneur Clinic,HOSP-EC,46f0f0
347,43.036987,-76.075798,Jewish Home of Central New York,NH,ffe119
348,43.009064,-76.132774,Loretto Health and Rehabilitation Center,NH,ffe119
349,43.005547,-76.166534,Van Duyn Center for Rehabilitation and Nursing,NH,ffe119
350,42.426323,-78.162926,"Absolut Center for Nursing and Rehabilitation at Houghton, LLC",NH,ffe119
351,43.033234,-76.147789,Central Park Rehabilitation and Nursing Center,NH,ffe119
352,43.035419,-76.208199,St Camillus Residential Health Care Facility,NH,ffe119
353,43.057522,-76.137817,James Square Nursing and Rehabilitation Centre,NH,ffe119
354,43.043674,-76.136673,"The Cottages at Garden Grove, a Skilled Nursing Community",NH,ffe119
355,43.109051,-76.037949,Sunnyside Care Center,NH,ffe119
356,42.875748,-76.987427,Geneva General Hospital,HOSP,800000
357,42.875748,-76.987427,Living Center at Geneva - North,NH,ffe119
358,42.875748,-76.987427,Living Center at Geneva - South,NH,ffe119
359,42.960537,-77.138863,Clifton Springs Hospital and Clinic,HOSP,800000
360,42.960537,-77.138863,Clifton Springs Hospital and Clinic Extended Care,NH,ffe119
361,42.875027,-77.289818,F F Thompson Hospital,HOSP,800000
362,42.884823,-77.214729,Ontario County Board of Supervisors c/o County Physicians,DTC,e6194b
363,42.875027,-77.289818,M.M. Ewing Continuing Care Center,NH,ffe119
364,42.894321,-77.286171,Elm Manor Nursing Home,NH,ffe119
365,42.884579,-77.211769,Ontario Center for Rehabilitation and Healthcare,NH,ffe119
366,41.402603,-74.321541,Orange County Health Department,DTC,e6194b
367,41.4459,-74.419678,Middletown Community Health Center Inc,DTC,e6194b
368,41.453743,-74.418694,Highland Rehabilitation and Nursing Center,NH,ffe119
369,41.503017,-74.015129,St Luke's Cornwall Hospital/Newburgh,HOSP,800000
370,41.496666,-74.029236,Planned Parenthood of the Mid-Hudson Valley,DTC-EC,f58231
371,41.525883,-74.08931,Elant at Meadow Hill,NH,ffe119
