id,latitude,longitude,name,type,color
123,42.907349,-78.867188,Community Action Organization of Erie County Inc,DTC,F18FFD
124,42.885166,-78.84874,Jesse E Nash Health Center,DTC,F18FFD
125,42.977028,-78.813683,Elderwood at Amherst,NH,A887B8
126,42.921112,-78.848213,Humboldt House Rehabilitation and Nursing Center,NH,A887B8
127,40.909217,-73.115198,University Hospital,HOSP,FACB1E
128,42.915974,-78.86895,Emerald South Nursing and Rehabilitation Center,NH,A887B8
129,42.92905,-78.849953,St Catherine Laboure Health Care Center,NH,A887B8
130,42.890366,-78.883644,Waterfront Center for Rehabilitation and Healthcare,NH,A887B8
131,42.980705,-78.829781,"Safire Rehabilitation of Northtowns, LLC",NH,A887B8
132,42.977848,-78.878754,Kenmore Mercy Hospital,HOSP,FACB1E
133,42.978001,-78.885818,Mcauley Residence,NH,A887B8
134,42.988373,-78.878601,Schofield Residence,NH,A887B8
135,42.892838,-78.684792,Elderwood at Lancaster,NH,A887B8
136,42.965672,-78.751503,Comprehensive Rehabilitation and Nursing Center at Williamsville,NH,A887B8
137,40.669674,-73.862778,Brooklyn-Queens Nursing Home,NH,A887B8
138,42.768101,-78.623482,"Absolut Center for Nursing and Rehabilitation at Aurora Park, LLC",NH,A887B8
139,42.508575,-78.659103,Bertrand Chaffee Hospital,HOSP,FACB1E
140,42.508579,-78.659195,Jennie B Richmond Chaffee Nursing Home Company Inc,NH,A887B8
141,42.508789,-78.673546,Fiddlers Green Manor Rehabilitation and Nursing Center,NH,A887B8
142,42.751263,-78.762733,"Absolut Center for Nursing and Rehabilitation at Orchard Park, LLC",NH,A887B8
143,40.749393,-73.939285,New York City Department of Health and Mental Hygiene,DTC,F18FFD
144,43.009171,-78.772995,Beechwood Homes,NH,A887B8
145,42.914642,-78.784241,Sisters of Charity Hospital - St Joseph Campus,HOSP,FACB1E
146,42.87645,-78.753273,Garden Gate Health Care Facility,NH,A887B8
147,42.96611,-78.594223,Brothers of Mercy Nursing & Rehabilitation Center,NH,A887B8
148,43.039127,-78.979385,Elderwood at Grand Island,NH,A887B8
149,42.83955,-78.782463,Seneca Health Care Center,NH,A887B8
150,44.215466,-73.596558,The University of Vermont Health Network - Elizabethtown Community Hospital,,B0A150
151,44.212898,-73.594398,Essex County Board of Supervisors c/o County Public Health Nursing Service,DTC,F18FFD
152,44.214958,-73.596176,Essex Center for Rehabilitation and Healthcare,NH,A887B8
153,44.26572,-73.981155,Adirondack Medical Center-Lake Placid Site,HOSP,FACB1E
154,43.849476,-73.435593,Moses-Ludington Hospital,,B0A150
155,43.849476,-73.435593,Heritage Commons Residential Health Care,NH,A887B8
156,44.265972,-73.983253,Uihlein Living Center,NH,A887B8
157,40.86064,-73.890228,Primary Care Network,HOSP-EC,C30B95
158,44.217003,-74.462776,Mercy Living Center,NH,A887B8
159,44.343929,-74.144363,Adirondack Medical Center-Saranac Lake Site,HOSP,FACB1E
160,44.85677,-74.291893,Alice Hyde Medical Center,HOSP,FACB1E
161,44.857291,-74.290803,Alice Hyde Medical Center,NH,A887B8
162,44.845558,-74.290764,Franklin County Public Health Services,DTC,F18FFD
163,43.068096,-74.330643,Nathan Littauer Hospital,HOSP,FACB1E
164,43.068096,-74.330643,Nathan Littauer Hospital Nursing Home,NH,A887B8
165,43.020668,-74.368668,Planned Parenthood Mohawk Hudson Inc Johnstown,DTC-EC,7E7D72
166,40.669186,-73.903755,Methadone Clinic III,HOSP-EC,C30B95
167,43.00095,-74.375664,Wells Nursing Home Inc,NH,A887B8
169,43.018066,-74.348953,Fulton County Public Health Department,DTC,F18FFD
170,43.072311,-74.370544,Fulton Center for Rehabilitation and Healthcare,NH,A887B8
171,43.00404,-78.177475,United Memorial Medical Center North Street Campus,HOSP,FACB1E
172,42.998436,-78.181587,United Memorial Medical Center Bank Street Campus,HOSP,FACB1E
173,43.009781,-78.181778,"Batavia Health Care Center, LLC",NH,A887B8
174,43.008652,-78.177483,Genesee County Nursing Home,NH,A887B8
175,43.007389,-78.226723,Genesee County Health Department,DTC,F18FFD
176,42.231598,-73.877724,The Pines at Catskill Center for Nursing & Rehabilitation,NH,A887B8
177,42.231789,-73.878349,Greene Meadows Nursing and Rehabilitation Center,NH,A887B8
178,43.7584,-74.252502,Hamilton County Board of Supervisors c/o County Public Health Nursing Service,DTC,F18FFD
179,43.018436,-75.047272,Mohawk Valley Health Care Center,NH,A887B8
180,43.028847,-74.98719,Herkimer County Public Health Nursing Service,DTC,F18FFD
181,43.026329,-74.984627,Folts Home,NH,A887B8
182,43.043964,-74.847458,Little Falls Hospital,,B0A150
183,43.053211,-74.851563,Alpine Rehabilitation and Nursing Center,NH,A887B8
184,43.964928,-75.912827,Samaritan Medical Center,HOSP,FACB1E
185,43.964409,-75.914154,Samaritan Keep Nursing Home Inc,NH,A887B8
186,44.337296,-75.919991,"River Hospital, Inc.",,B0A150
187,43.986073,-75.595421,Carthage Area Hospital Inc,,B0A150
188,43.986073,-75.595421,Carthage Area Hospital,NH,A887B8
189,43.986763,-75.59201,The Country Manor Nursing and Rehabilitation Centre,NH,A887B8
190,43.795677,-75.498146,Lewis County General Hospital,,B0A150
191,43.795677,-75.498146,Lewis County General Hospital-Nursing Home Unit,NH,A887B8
192,43.795677,-75.498146,Lewis County Public Health Agency,DTC,F18FFD
193,42.907703,-77.738251,"Avon Nursing Home, LLC",NH,A887B8
194,42.728291,-77.880081,Livingston County Health Department,DTC,F18FFD
195,42.729244,-77.880768,Livingston County Center for Nursing and Rehabilitation,NH,A887B8
196,42.826077,-77.686272,Conesus Lake Nursing Home,NH,A887B8
197,42.551964,-77.700195,Nicholas H Noyes Memorial Hospital,HOSP,FACB1E
198,42.55357,-77.695084,Tri-County Family Medicine,DTC,F18FFD
199,43.07869,-75.654449,Oneida Healthcare,HOSP,FACB1E
200,43.078709,-75.654625,Oneida Healthcare,NH,A887B8
201,43.080398,-75.705769,Madison County Public Health Department,DTC,F18FFD
202,42.814011,-75.541962,Community Memorial Hospital Inc,,B0A150
203,43.049301,-75.869614,The Grand Rehabilitation and Nursing at Chittenango,NH,A887B8
204,43.135769,-77.607544,Highland Hospital,HOSP,FACB1E
205,43.192619,-77.584503,Rochester General Hospital,HOSP,FACB1E
206,43.14901,-77.636139,The Unity Hospital of Rochester-St Marys Campus,HOSP,FACB1E
207,43.124336,-77.623779,Strong Memorial Hospital,HOSP,FACB1E
208,43.112251,-77.616165,Monroe Community Hospital,HOSP,FACB1E
209,43.124374,-77.622765,Eastman Dental Center,DTC,F18FFD
210,43.192207,-77.584473,Mary M Gooley Hemophilia Center,DTC,F18FFD
211,43.125015,-77.612144,United Cerebral Palsy Association of the Rochester Area Inc,DTC-EC,7E7D72
212,43.125015,-77.612144,Hearing and Speech Center of Rochester Inc,DTC,F18FFD
213,43.168159,-77.603317,Anthony L Jordan Health Center,DTC,F18FFD
214,43.114513,-77.619347,Monroe County Department of Health Clinics,DTC,F18FFD
215,43.160461,-77.599838,Planned Parenthood of Central and Western New York,DTC-EC,7E7D72
216,43.192169,-77.592072,Lifetime Health Medical Group,DTC-EC,7E7D72
217,43.140572,-77.635941,Woodward Health Center,DTC-EC,7E7D72
218,43.140572,-77.635941,Woodward Health Center,DTC-EC,7E7D72
219,43.220085,-77.950653,Oak Orchard Community Health Center Inc,DTC,F18FFD
220,43.121498,-77.441704,Aaron Manor Rehabilitation and Nursing Center,NH,A887B8
221,43.195732,-77.61779,Baird Nursing Home LLC,NH,A887B8
222,43.26236,-77.614731,"The Shore Winds, LLC",NH,A887B8
223,40.802593,-73.947128,The Children's Aid Society,DTC-EC,7E7D72
224,43.112251,-77.616165,Monroe Community Hospital,NH,A887B8
225,40.713696,-73.995163,Lower Eastside Service Center Inc,DTC-EC,7E7D72
226,43.130035,-77.609718,St Johns Health Care Corporation,NH,A887B8
227,43.140167,-77.613838,Church Home of the Protestant Episcopal Church,NH,A887B8
228,43.149281,-77.544769,Brighton Manor,NH,A887B8
229,43.190228,-77.584351,New Roc Nursing and Rehabilitation Center,NH,A887B8
230,43.154247,-77.586456,Wesley Gardens Corporation,NH,A887B8
231,43.192566,-77.802086,Wedgewood Nursing Home,NH,A887B8
232,43.109913,-77.441704,Fairport Baptist Homes,NH,A887B8
233,43.212967,-77.435051,Maplewood Nursing Home Inc,NH,A887B8
234,43.125744,-77.586365,"The Brightonian, Inc",NH,A887B8
235,43.126938,-77.527718,The Friendly Home,NH,A887B8
236,43.097446,-77.613304,The Hurlbut,NH,A887B8
237,43.110882,-77.597885,Woodside Manor Nursing Home Inc,NH,A887B8
238,40.713638,-73.99585,Lower Eastside Service Center Inc,DTC-EC,7E7D72
239,43.220108,-77.945473,"Lakeside - Beikirch Care Center, Inc",NH,A887B8
240,43.128445,-77.686188,Creekview Nursing and Rehab Center,NH,A887B8
241,43.191551,-77.701538,The Unity Hospital of Rochester,HOSP,FACB1E
242,43.215839,-77.695869,Hamilton Manor Nursing Home,NH,A887B8
243,43.252987,-77.666794,Latta Road Nursing Home West,NH,A887B8
244,43.191551,-77.701538,Park Ridge Nursing Home,NH,A887B8
245,43.252987,-77.666809,Latta Road Nursing Home East,NH,A887B8
246,43.193474,-77.584404,St Anns Community,NH,A887B8
247,43.209,-77.469734,St Anns Community,NH,A887B8
248,43.129601,-77.486,Penfield Place,NH,A887B8
249,43.180614,-77.508743,Hill Haven Nursing Home,NH,A887B8
250,43.069122,-77.441177,Crest Manor Living and Rehabilitation Center,NH,A887B8
251,42.961201,-74.186272,St. Mary's Healthcare - Amsterdam Memorial Campus,HOSP,FACB1E
252,42.961201,-74.186272,Wilkinson Residential Health Care Facility,NH,A887B8
253,42.953758,-74.216194,St. Mary's Healthcare,HOSP,FACB1E
254,42.937553,-74.205254,River Ridge Living Center,NH,A887B8
255,42.952969,-74.373688,Montgomery Co Public Health Department,DTC,F18FFD
256,42.914402,-74.104347,Capstone Center for Rehabilitation and Nursing,NH,A887B8
257,42.920784,-74.570427,Palatine Nursing Home,NH,A887B8
258,40.871731,-73.62159,Glen Cove Hospital,HOSP,FACB1E
259,40.881001,-73.630241,Glengariff Health Care Center,NH,A887B8
260,40.874683,-73.623032,Marquis Rehabilitation & Nursing Center,NH,A887B8
261,40.874641,-73.623016,Glen Cove Center for Nursing and Rehabilitation,NH,A887B8
262,40.584415,-73.682816,Beach Terrace Care Center,NH,A887B8
263,40.725353,-73.554321,Nassau University Medical Center,HOSP,FACB1E
264,40.584705,-73.682884,Grandell Rehabilitation and Nursing Center,NH,A887B8
265,40.594276,-73.653496,Komanoff Center for Geriatric & Rehab Medicine,NH,A887B8
266,40.652256,-73.591904,South Shore Rehabilitation and Nursing Center,NH,A887B8
267,40.709332,-73.602242,Hempstead Park Nursing Home,NH,A887B8
268,40.697823,-73.615936,Mayfair Care Center,NH,A887B8
269,40.825588,-73.947258,Heritage Health Care,DTC,F18FFD
270,40.741699,-73.643082,Winthrop-University Hospital,HOSP,FACB1E
271,40.688408,-73.63324,Mercy Medical Center,HOSP,FACB1E
272,40.71162,-73.786876,Saint Joseph's Medical Center Queens OTP,HOSP-EC,C30B95
273,40.664047,-73.651192,The Grand Pavilion for Rehab & Nursing at Rockville Centre,NH,A887B8
274,40.663876,-73.650276,"Rockville Skilled Nursing & Rehabilitation Center, LLC",NH,A887B8
275,40.681789,-73.685814,Long Island Jewish Valley Stream,HOSP,FACB1E
276,40.649876,-73.667297,Lynbrook Restorative Therapy and Nursing,NH,A887B8
277,40.788807,-73.722359,Grace Plaza Nursing and Rehabilitation Center,NH,A887B8
278,40.728416,-73.448219,Daleview Care Center,NH,A887B8
279,40.649601,-73.6315,South Nassau Communities Hospital,HOSP,FACB1E
280,40.67955,-73.576149,United Cerebral Palsy Treatment and Rehab Center,DTC,F18FFD
282,40.709026,-73.721649,Elmont Health Center,DTC-EC,7E7D72
283,40.710575,-73.613045,Planned Parenthood of Nassau Co Inc,DTC,F18FFD
284,40.691135,-73.540489,Belair Care Center Inc,NH,A887B8
285,40.697464,-73.585617,A Holly Patterson Extended Care Facility,NH,A887B8
286,40.640358,-73.64209,Oceanside Care Center Inc,NH,A887B8
287,40.704697,-73.677116,Garden Care Center,NH,A887B8
288,40.632839,-73.708252,"Woodmere Rehab & Health Care Center, Inc",NH,A887B8
289,40.77924,-73.702888,North Shore University Hospital,HOSP,FACB1E
290,40.843124,-73.690155,Sands Point Center for Health and Rehabilitation,NH,A887B8
291,40.7859,-73.705101,Highfield Gardens Care Center of Great Neck,NH,A887B8
292,40.791851,-73.644928,Sunharbor Manor,NH,A887B8
293,40.810238,-73.508614,Syosset Hospital,HOSP,FACB1E
294,40.725853,-73.478714,St. Joseph Hospital,HOSP,FACB1E
295,40.774471,-73.478264,Plainview Hospital,HOSP,FACB1E
296,40.667854,-73.438622,"Parkview Care and Rehabilitation Center, Inc.",NH,A887B8
297,40.825569,-73.470085,Cold Spring Hills Center for Nursing and Rehabilitation,NH,A887B8
298,40.8186,-73.458008,"Excel at Woodbury for Rehabilitation and Nursing, LLC",NH,A887B8
299,40.773899,-73.480408,Central Island Healthcare,NH,A887B8
300,40.800301,-73.669098,St Francis Hospital,HOSP,FACB1E
301,40.599171,-73.65593,South Point Plaza Nursing and Rehabilitation Center,NH,A887B8
302,43.176472,-78.670998,Eastern Niagara Hospital - Lockport Division,HOSP,FACB1E
303,43.173504,-78.737366,Niagara County Department of Health,DTC,F18FFD
304,43.153465,-78.6717,Briody Rehab & Residential Health Care Center,NH,A887B8
305,43.186798,-78.670219,Odd Fellow & Rebekah Rehabilitation&Health Care Center Inc,NH,A887B8
306,43.094048,-79.0504,Niagara Falls Memorial Medical Center,HOSP,FACB1E
307,43.121315,-78.949265,Aspire of WNY at 9812 Lockport Road,DTC-EC,7E7D72
308,43.096458,-79.049965,Planned Parenthood of Central and Western New York,DTC-EC,7E7D72
309,43.094048,-79.0504,Schoellkopf Health Center,NH,A887B8
310,43.096687,-79.052055,Niagara Rehabilitation and Nursing Center,NH,A887B8
311,43.026154,-78.862457,Degraff Memorial Hospital,HOSP,FACB1E
312,43.026154,-78.862457,Degraff Memorial Hospital-Skilled Nursing Facility,NH,A887B8
313,43.154659,-79.030556,Mount St Marys Hospital and Health Center,HOSP,FACB1E
314,43.28307,-78.696739,Newfane Rehab & Health Care Center,NH,A887B8
315,43.193581,-78.573296,"Absolut Center for Nursing and Rehabilitation at Gasport, LLC",NH,A887B8
316,43.229935,-75.443466,"Rome Memorial Hospital, Inc",HOSP,FACB1E
317,43.229935,-75.443466,"Rome Memorial Hospital, Inc - RHCF",NH,A887B8
318,43.217644,-75.436157,Colonial Park Rehabilitation and Nursing Center,NH,A887B8
319,43.220272,-75.450333,The Grand Rehabilitation and Nursing at Rome,NH,A887B8
320,43.236221,-75.452438,Bethany Gardens Skilled Living Center,NH,A887B8
321,43.232052,-75.466057,"Betsy Ross Rehabilitation Center, Inc",NH,A887B8
322,43.090488,-75.25824,Faxton Medical Campus,HOSP-EC,C30B95
323,43.083561,-75.267189,St Elizabeth Medical Center,HOSP,FACB1E
324,43.098179,-75.275383,Faxton-St Lukes Healthcare St Lukes Division,HOSP,FACB1E
325,43.2131,-75.418068,UCP at Brookley Road,DTC-EC,7E7D72
326,43.094032,-75.246437,Planned Parenthood Mohawk Hudson Inc,DTC-EC,7E7D72
327,43.057526,-75.363594,Katherine Luther Residential Health Care and Rehabilitation Center,NH,A887B8
328,43.08913,-75.189423,Masonic Care Community of New York,NH,A887B8
329,43.079891,-75.274467,Utica Rehabilitation & Nursing Center,NH,A887B8
330,43.086617,-75.254684,The Pines at Utica Center for Nursing & Rehabilitation,NH,A887B8
331,43.091022,-75.256882,Heritage Health Care Center,NH,A887B8
332,43.478821,-75.332718,"Sunset Nursing and Rehabilitation Center, Inc.",NH,A887B8
333,42.930527,-75.383545,Waterville Residential Care Center,NH,A887B8
334,43.05497,-75.228828,Charles T Sitrin Health Care Center Inc,NH,A887B8
335,43.072346,-75.342911,Presbyterian Home for Central New York Inc,NH,A887B8
336,43.164825,-75.339493,Trustees of the Eastern Star Hall and Home of the State of New York,NH,A887B8
337,43.007816,-76.17025,UPSTATE University Hospital at Community General,HOSP,FACB1E
338,43.055744,-76.149384,St Josephs Hospital Health Center,HOSP,FACB1E
339,42.916603,-78.868782,Emerald North Nursing and Rehabilitation Center,NH,A887B8
340,43.042622,-76.138809,University Hospital SUNY Health Science Center,HOSP,FACB1E
341,43.041107,-76.137932,Crouse Hospital,HOSP,FACB1E
342,43.078918,-76.145485,U C P and Handicapped Childrens Association of Syracuse Inc,DTC,F18FFD
343,43.045815,-76.148727,Onondaga County Department of Health,DTC,F18FFD
344,43.046837,-76.13382,Planned Parenthood of Central and Western New York,DTC-EC,7E7D72
345,43.039562,-76.150269,Syracuse Community Health Center Inc,DTC,F18FFD
346,40.718433,-73.988365,Gouverneur Clinic,HOSP-EC,C30B95
347,43.036987,-76.075798,Jewish Home of Central New York,NH,A887B8
348,43.009064,-76.132774,Loretto Health and Rehabilitation Center,NH,A887B8
349,43.005547,-76.166534,Van Duyn Center for Rehabilitation and Nursing,NH,A887B8
350,42.426323,-78.162926,"Absolut Center for Nursing and Rehabilitation at Houghton, LLC",NH,A887B8
351,43.033234,-76.147789,Central Park Rehabilitation and Nursing Center,NH,A887B8
352,43.035419,-76.208199,St Camillus Residential Health Care Facility,NH,A887B8
353,43.057522,-76.137817,James Square Nursing and Rehabilitation Centre,NH,A887B8
354,43.043674,-76.136673,"The Cottages at Garden Grove, a Skilled Nursing Community",NH,A887B8
355,43.109051,-76.037949,Sunnyside Care Center,NH,A887B8
356,42.875748,-76.987427,Geneva General Hospital,HOSP,FACB1E
357,42.875748,-76.987427,Living Center at Geneva - North,NH,A887B8
358,42.875748,-76.987427,Living Center at Geneva - South,NH,A887B8
359,42.960537,-77.138863,Clifton Springs Hospital and Clinic,HOSP,FACB1E
360,42.960537,-77.138863,Clifton Springs Hospital and Clinic Extended Care,NH,A887B8
361,42.875027,-77.289818,F F Thompson Hospital,HOSP,FACB1E
362,42.884823,-77.214729,Ontario County Board of Supervisors c/o County Physicians,DTC,F18FFD
363,42.875027,-77.289818,M.M. Ewing Continuing Care Center,NH,A887B8
